replicate,volume_index,filename,acquisition,slice,normalization_scale,zf_psnr,zf_ssim,zf_nmse,ram_psnr,ram_ssim,ram_nmse,delta_psnr,delta_ssim,delta_nmse
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,2,0.0001795118150766939,24.003671646118164,0.5550214052200317,0.0415949821472168,29.10382652282715,0.6497383117675781,0.012853610329329967,5.100154876708984,0.09471690654754639,-0.02874137181788683
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,8,0.00017827546980697662,24.207983016967773,0.5262974500656128,0.0358748622238636,28.095293045043945,0.5852148532867432,0.014657476916909218,3.887310028076172,0.05891740322113037,-0.021217385306954384
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,13,8.410849113715813e-05,24.523426055908203,0.39398473501205444,0.09392372518777847,25.14257049560547,0.39618635177612305,0.08144436776638031,0.6191444396972656,0.0022016167640686035,-0.012479357421398163
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,2,0.00018284315592609346,24.5620174407959,0.5237631797790527,0.027898261323571205,27.918758392333984,0.5941186547279358,0.012879623100161552,3.356740951538086,0.07035547494888306,-0.015018638223409653
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,8,0.0002399151271674782,26.043458938598633,0.5939154028892517,0.03334979712963104,29.72323989868164,0.6302495002746582,0.014292720705270767,3.679780960083008,0.036334097385406494,-0.019057076424360275
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,13,0.0001563642726978287,31.515199661254883,0.5985273718833923,0.05016430839896202,31.496238708496094,0.5728844404220581,0.050383809953927994,-0.018960952758789062,-0.02564293146133423,0.0002195015549659729
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,2,0.00021622130589094013,24.293567657470703,0.43823540210723877,0.056075576692819595,26.668455123901367,0.46034353971481323,0.03245525062084198,2.374887466430664,0.022108137607574463,-0.023620326071977615
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,6,0.00023193631204776466,24.784757614135742,0.391650527715683,0.04567723348736763,25.5053653717041,0.3932639956474304,0.03869358450174332,0.7206077575683594,0.0016134679317474365,-0.006983648985624313
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,11,0.00010683672735467553,19.951955795288086,0.1766117960214615,0.3085106909275055,19.976167678833008,0.17827598750591278,0.3067954480648041,0.024211883544921875,0.001664191484451294,-0.001715242862701416
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,2,0.0004121678648516536,24.29680061340332,0.578365683555603,0.07343165576457977,29.79961585998535,0.6631371974945068,0.02068244479596615,5.502815246582031,0.08477151393890381,-0.052749210968613625
