replicate,volume_index,filename,acquisition,slice,normalization_scale,zf_psnr,zf_ssim,zf_nmse,ram_psnr,ram_ssim,ram_nmse,delta_psnr,delta_ssim,delta_nmse
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,2,0.00018108435324393213,21.180925369262695,0.4455794394016266,0.07967378199100494,23.870471954345703,0.5183976888656616,0.04289047792553902,2.689546585083008,0.07281824946403503,-0.03678330406546593
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,8,0.0001795682474039495,21.490272521972656,0.4181767702102661,0.06707509607076645,23.997875213623047,0.45202159881591797,0.03765314072370529,2.5076026916503906,0.033844828605651855,-0.029421955347061157
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,13,7.522745727328584e-05,21.705289840698242,0.2928990125656128,0.17971689999103546,23.03338623046875,0.2857249677181244,0.13236688077449799,1.3280963897705078,-0.007174044847488403,-0.047350019216537476
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,2,0.00017893985204864293,21.58303451538086,0.42030489444732666,0.05539562553167343,23.941150665283203,0.4669226109981537,0.03218577057123184,2.3581161499023438,0.046617716550827026,-0.02320985496044159
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,8,0.000246662792051211,22.716140747070312,0.48927196860313416,0.07175052911043167,24.738079071044922,0.48097243905067444,0.04504338651895523,2.0219383239746094,-0.008299529552459717,-0.02670714259147644
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,13,0.00016170252638403326,29.158815383911133,0.5122172236442566,0.0863044485449791,30.024885177612305,0.44243526458740234,0.07070109993219376,0.8660697937011719,-0.06978195905685425,-0.01560334861278534
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,2,0.00020024576224386692,22.020544052124023,0.3666497766971588,0.09464030712842941,22.071094512939453,0.35927069187164307,0.093545101583004,0.05055046081542969,-0.007379084825515747,-0.001095205545425415
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,6,0.00022277953394223005,22.56371307373047,0.3201797306537628,0.0761735662817955,22.93563461303711,0.3041614592075348,0.06992169469594955,0.3719215393066406,-0.016018271446228027,-0.006251871585845947
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,11,8.651849930174649e-05,19.006759643554688,0.12102840095758438,0.38352182507514954,19.057981491088867,0.12418714910745621,0.3790248930454254,0.05122184753417969,0.003158748149871826,-0.004496932029724121
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,2,0.00033974985126405954,18.953319549560547,0.47380897402763367,0.25132253766059875,20.102649688720703,0.4859766960144043,0.1928848922252655,1.1493301391601562,0.01216772198677063,-0.05843764543533325
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,8,0.0003654223110061139,23.30019760131836,0.5100046396255493,0.10894168168306351,25.802034378051758,0.5207273364067078,0.06123648211359978,2.5018367767333984,0.010722696781158447,-0.04770519956946373
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,13,0.0004182671837043017,21.877960205078125,0.5092534422874451,0.1631263643503189,23.890413284301758,0.49083995819091797,0.1026310920715332,2.012453079223633,-0.0184134840965271,-0.060495272278785706
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,2,0.00023159741249401122,22.154781341552734,0.4750269949436188,0.1503918468952179,23.5164852142334,0.4840077757835388,0.10991423577070236,1.361703872680664,0.008980780839920044,-0.04047761112451553
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,8,0.00028837795252911747,22.60370635986328,0.4377444386482239,0.10631230473518372,23.89834213256836,0.4050959050655365,0.07890783995389938,1.2946357727050781,-0.03264853358268738,-0.027404464781284332
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,13,0.00023109930043574423,21.55668830871582,0.42020511627197266,0.25055813789367676,21.570444107055664,0.4107574224472046,0.24976573884487152,0.01375579833984375,-0.009447693824768066,-0.0007923990488052368
