run_id,volume,acquisition,base_seed,arm,slice,normalization_scale,synthetic_noise_added,zf_psnr,zf_ssim,zf_nmse,ram_psnr,ram_ssim,ram_nmse,delta_psnr,delta_ssim,delta_nmse
ram-021,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,0,noisy,2,0.00023957714438438416,True,23.417051315307617,0.5177098512649536,0.11245979368686676,27.78646469116211,0.5879902243614197,0.04112028703093529,4.369413375854492,0.07028037309646606,-0.07133950665593147
ram-021,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,0,conditioning_only,2,0.00023957714438438416,False,23.417036056518555,0.5177032351493835,0.11246020346879959,27.78619956970215,0.58802330493927,0.04112277179956436,4.369163513183594,0.07032006978988647,-0.07133743166923523
ram-021,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,0,noisy,8,0.0003010859654750675,True,24.658031463623047,0.4871938228607178,0.0662446841597557,27.378211975097656,0.506394624710083,0.0354105643928051,2.7201805114746094,0.019200801849365234,-0.030834119766950607
ram-021,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,0,conditioning_only,8,0.0003010859654750675,False,24.658035278320312,0.4872027337551117,0.06624461710453033,27.380321502685547,0.506486177444458,0.03539339825510979,2.7222862243652344,0.019283443689346313,-0.030851218849420547
ram-021,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,0,noisy,13,0.00032400485360994935,True,25.712190628051758,0.4849415421485901,0.0962405800819397,27.41181182861328,0.4759141504764557,0.06507231295108795,1.6996212005615234,-0.0090273916721344,-0.031168267130851746
ram-021,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,0,conditioning_only,13,0.00032400485360994935,False,25.712064743041992,0.4849148690700531,0.09624335169792175,27.411745071411133,0.47584059834480286,0.06507328897714615,1.6996803283691406,-0.009074270725250244,-0.031170062720775604
ram-021,file_brain_AXT1PRE_200_6002087.h5,AXT1PRE,0,noisy,2,0.0003173980803694576,True,22.13471794128418,0.4311075508594513,0.10314798355102539,26.2530574798584,0.48814740777015686,0.039960142225027084,4.118339538574219,0.057039856910705566,-0.0631878413259983
ram-021,file_brain_AXT1PRE_200_6002087.h5,AXT1PRE,0,conditioning_only,2,0.0003173980803694576,False,22.13477325439453,0.4311102628707886,0.10314668715000153,26.251977920532227,0.4881497323513031,0.03997007757425308,4.117204666137695,0.057039469480514526,-0.06317660957574844
ram-021,file_brain_AXT1PRE_200_6002087.h5,AXT1PRE,0,noisy,8,0.000323252723319456,True,24.2131290435791,0.3823896050453186,0.05867769569158554,25.478557586669922,0.40448570251464844,0.04384604096412659,1.2654285430908203,0.022096097469329834,-0.014831654727458954
ram-021,file_brain_AXT1PRE_200_6002087.h5,AXT1PRE,0,conditioning_only,8,0.000323252723319456,False,24.21319580078125,0.38239288330078125,0.0586768202483654,25.47901725769043,0.40451186895370483,0.04384138435125351,1.2658214569091797,0.022118985652923584,-0.014835435897111893
