replicate,volume_index,filename,acquisition,slice,normalization_scale,zf_psnr,zf_ssim,zf_nmse,ram_psnr,ram_ssim,ram_nmse,delta_psnr,delta_ssim,delta_nmse
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,2,0.00015777834050823003,19.04914093017578,0.3834128975868225,0.13016489148139954,18.909067153930664,0.377917617559433,0.13443155586719513,-0.1400737762451172,-0.005495280027389526,0.004266664385795593
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,8,0.0001613896165508777,20.02383804321289,0.35843712091445923,0.0940166488289833,20.775409698486328,0.3615945875644684,0.07907656580209732,0.7515716552734375,0.0031574666500091553,-0.014940083026885986
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,13,6.110403046477586e-05,20.50845718383789,0.25996798276901245,0.2367403507232666,20.905004501342773,0.25907182693481445,0.2160814106464386,0.3965473175048828,-0.000896155834197998,-0.020658940076828003
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,2,0.00016427676018793136,19.63977813720703,0.3658132553100586,0.08665650337934494,19.373266220092773,0.36045828461647034,0.09214086085557938,-0.2665119171142578,-0.005354970693588257,0.005484357476234436
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,8,0.0002190790546592325,20.909605026245117,0.42136725783348083,0.10876239091157913,22.515625,0.4301319122314453,0.07514090836048126,1.6060199737548828,0.008764654397964478,-0.03362148255109787
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,13,0.00011586648906813934,24.847543716430664,0.43068525195121765,0.23289509117603302,25.262575149536133,0.4264071583747864,0.2116689682006836,0.41503143310546875,-0.004278093576431274,-0.021226122975349426
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,2,0.00020406290423125029,19.991018295288086,0.3334423005580902,0.1510179489850998,19.96210289001465,0.3237239122390747,0.15202681720256805,-0.0289154052734375,-0.009718388319015503,0.0010088682174682617
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,6,0.00021019588166382164,21.02151870727539,0.2948220670223236,0.10864856094121933,19.74103546142578,0.2801553010940552,0.14590565860271454,-1.2804832458496094,-0.014666765928268433,0.03725709766149521
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,11,5.871501343790442e-05,18.309356689453125,0.10516127943992615,0.45032939314842224,18.319580078125,0.10721802711486816,0.44927045702934265,0.010223388671875,0.0020567476749420166,-0.0010589361190795898
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,2,0.0002351191797060892,17.145843505859375,0.4164060056209564,0.3810472786426544,16.1025390625,0.37698259949684143,0.4845172166824341,-1.043304443359375,-0.03942340612411499,0.10346993803977966
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,8,0.0002583252207841724,21.568069458007812,0.45458656549453735,0.1623329222202301,20.821216583251953,0.42932403087615967,0.19279327988624573,-0.7468528747558594,-0.025262534618377686,0.030460357666015625
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,13,0.00033200581674464047,20.374969482421875,0.45227935910224915,0.2305808663368225,21.078060150146484,0.45937904715538025,0.19611652195453644,0.7030906677246094,0.0070996880531311035,-0.03446434438228607
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,2,0.0002049644390353933,20.335508346557617,0.4342336654663086,0.2286396473646164,19.87529754638672,0.4084802269935608,0.254198282957077,-0.46021080017089844,-0.025753438472747803,0.025558635592460632
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,8,0.0002601239539217204,21.343849182128906,0.40917593240737915,0.14209187030792236,20.819305419921875,0.3935048580169678,0.16033320128917694,-0.5245437622070312,-0.015671074390411377,0.018241330981254578
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,13,0.00017715404101181775,19.929691314697266,0.377786248922348,0.3644249737262726,19.51188087463379,0.35672131180763245,0.4012261927127838,-0.41781044006347656,-0.021064937114715576,0.03680121898651123
