acquisition,volume,slice,normalization_scale,computed_flipped_scale,reference_max_abs_consistency_error,zf_max_abs_consistency_error,mask_max_abs_consistency_error,ram_equivariance_psnr,ram_equivariance_nmse,ram_equivariance_mean_abs_error,original_ram_psnr,flipped_ram_psnr,delta_ram_psnr,original_ram_ssim,flipped_ram_ssim,delta_ram_ssim,original_ram_nmse,flipped_ram_nmse,delta_ram_nmse
AXT1POST,file_brain_AXT1POST_209_6001086,3,0.0005215019336901605,0.0005215019918978214,0.0,3.5762786865234375e-07,0.0,40.367791649052236,0.0021593688958294124,0.005839164834469557,35.34796142578125,35.580474853515625,0.232513427734375,0.9192740321159363,0.9219735264778137,0.0026994943618774414,0.009400080889463425,0.008910045027732849,-0.0004900358617305756
AXT1POST,file_brain_AXT1POST_209_6001086,4,0.0005218646256253123,0.0005218645674176514,0.0,3.5762786865234375e-07,0.0,40.266423924582625,0.0020670725649845952,0.005752317141741514,35.846500396728516,35.806861877441406,-0.039638519287109375,0.9224289655685425,0.9238104224205017,0.0013814568519592285,0.00846692081540823,0.008544545620679855,7.762480527162552e-05
AXT1POST,file_brain_AXT1POST_209_6001086,11,0.0003994465514551848,0.0003994465805590153,0.0,2.980232238769531e-07,0.0,43.92783958024863,0.0009156569604213236,0.004391109570860863,35.34169387817383,35.58842849731445,0.246734619140625,0.9009422063827515,0.9001926779747009,-0.0007495284080505371,0.007136113476008177,0.006741995457559824,-0.0003941180184483528
AXT1POST,file_brain_AXT1POST_205_6000044,3,0.0006324595306068659,0.000632459472399205,0.0,3.5762786865234375e-07,0.0,42.625186393846704,0.002560992786651648,0.0064848680049180984,36.576393127441406,36.9325065612793,0.3561134338378906,0.9395890831947327,0.9408015012741089,0.0012124180793762207,0.013910801149904728,0.01281564962118864,-0.0010951515287160873
AXT1POST,file_brain_AXT1POST_205_6000044,4,0.0006401071441359818,0.0006401071441359818,0.0,3.5762786865234375e-07,0.0,42.17015893718566,0.0023994620356353343,0.00599468220025301,36.66673278808594,36.703636169433594,0.03690338134765625,0.937816321849823,0.9338443279266357,-0.003971993923187256,0.011831727810204029,0.011731607839465141,-0.00010011997073888779
AXT1POST,file_brain_AXT1POST_205_6000044,8,0.0006101402104832232,0.0006101401522755623,0.0,3.5762786865234375e-07,0.0,44.429355732542206,0.0014071489508057115,0.004249382298439741,37.45657730102539,37.53431701660156,0.07773971557617188,0.9359572529792786,0.9364048838615417,0.0004476308822631836,0.007303480990231037,0.007173908408731222,-0.000129572581499815
AXT1POST,file_brain_AXT1POST_208_2080342,2,0.0004307769995648414,0.0004307769995648414,0.0,3.5762786865234375e-07,0.0,36.72204289837618,0.0034668600486385355,0.011141667142510414,31.48900604248047,32.14598846435547,0.656982421875,0.8725290298461914,0.8801534175872803,0.007624387741088867,0.015374662354588509,0.013216223567724228,-0.0021584387868642807
AXT1POST,file_brain_AXT1POST_208_2080342,3,0.00042777915950864553,0.00042777915950864553,0.0,3.5762786865234375e-07,0.0,36.27708428880004,0.003938082228152479,0.011942129582166672,31.050952911376953,31.401153564453125,0.3502006530761719,0.8648409843444824,0.8683467507362366,0.0035057663917541504,0.014781483449041843,0.013636352494359016,-0.001145130954682827
AXT1POST,file_brain_AXT1POST_208_2080342,9,0.0004428405372891575,0.0004428405954968184,0.0,3.5762786865234375e-07,0.0,42.20472190065428,0.0010888483846098786,0.005287081003189087,33.47590637207031,33.546791076660156,0.07088470458984375,0.8990546464920044,0.8970983028411865,-0.001956343650817871,0.009907207451760769,0.009746809490025043,-0.0001603979617357254
AXT1POST,file_brain_AXT1POST_208_2080550,3,0.0005248122615739703,0.0005248122615739703,0.0,3.5762786865234375e-07,0.0,40.08772202453796,0.0020859980534686864,0.008226591162383556,35.10764694213867,35.04922866821289,-0.05841827392578125,0.9227241277694702,0.920378565788269,-0.002345561981201172,0.009731190279126167,0.009862965904176235,0.0001317756250500679
AXT1POST,file_brain_AXT1POST_208_2080550,10,0.0005004774429835379,0.0005004774429835379,0.0,3.5762786865234375e-07,0.0,43.373301574189405,0.0009905548224941542,0.004839556757360697,35.46708297729492,35.43825912475586,-0.0288238525390625,0.9059937596321106,0.9072566032409668,0.0012628436088562012,0.0073265209794044495,0.007375305984169245,4.87850047647953e-05
AXT1POST,file_brain_AXT1POST_208_2080550,13,0.0003971430705860257,0.00039714304148219526,0.0,3.5762786865234375e-07,0.0,43.372783280689674,0.0008887795150174259,0.004635182209312916,34.62023162841797,34.366851806640625,-0.25337982177734375,0.8992332220077515,0.8906809687614441,-0.008552253246307373,0.0074307904578745365,0.007877224124968052,0.0004464336670935154
AXT1POST,file_brain_AXT1POST_208_2080730,8,0.0006207238766364753,0.0006207238184288144,0.0,3.5762786865234375e-07,0.0,42.52945365399986,0.0012530697274235369,0.00502791628241539,37.49691390991211,37.643760681152344,0.14684677124023438,0.9500005841255188,0.9514383673667908,0.0014377832412719727,0.005049746949225664,0.004881856497377157,-0.00016789045184850693
AXT1POST,file_brain_AXT1POST_208_2080730,9,0.0006401936989277601,0.0006401936989277601,0.0,3.5762786865234375e-07,0.0,43.72677227985628,0.001055831334878873,0.004281466826796532,36.86875915527344,37.000267028808594,0.13150787353515625,0.9475523233413696,0.9470420479774475,-0.0005102753639221191,0.005108265206217766,0.004955897107720375,-0.00015236809849739075
AXT1POST,file_brain_AXT1POST_208_2080730,12,0.0006698211655020714,0.0006698210490867496,0.0,2.980232238769531e-07,0.0,48.996687811494326,0.0004775123053909024,0.0020320687908679247,39.4315071105957,39.371826171875,-0.059680938720703125,0.9575139880180359,0.9574503898620605,-6.35981559753418e-05,0.00423766253516078,0.0042962986044585705,5.863606929779053e-05
