acquisition,volume,slice,normalization_scale,computed_flipped_scale,reference_max_abs_consistency_error,zf_max_abs_consistency_error,mask_max_abs_consistency_error,ram_equivariance_psnr,ram_equivariance_nmse,ram_equivariance_mean_abs_error,original_ram_psnr,flipped_ram_psnr,delta_ram_psnr,original_ram_ssim,flipped_ram_ssim,delta_ram_ssim,original_ram_nmse,flipped_ram_nmse,delta_ram_nmse
AXT1POST,file_brain_AXT1POST_209_6001196,11,0.0002852272300515324,0.0002852272300515324,0.0,3.5762786865234375e-07,0.0,44.99182660808908,0.000857970164095247,0.0031042532064020634,35.815650939941406,35.835205078125,0.01955413818359375,0.9339562654495239,0.933875560760498,-8.07046890258789e-05,0.007089084014296532,0.00705723324790597,-3.185076639056206e-05
AXT1POST,file_brain_AXT1POST_205_6000081,2,0.0007837909506633878,0.0007837909506633878,0.0,3.5762786865234375e-07,0.0,41.40571601705618,0.0019677619551032753,0.00600005267187953,34.78334426879883,35.012943267822266,0.2295989990234375,0.9260410666465759,0.9258995652198792,-0.00014150142669677734,0.010641209781169891,0.010093247517943382,-0.0005479622632265091
AXT1POST,file_brain_AXT1POST_205_6000081,6,0.0007217891979962587,0.0007217891979962587,0.0,3.5762786865234375e-07,0.0,42.4659749756369,0.0012702263305000043,0.004664300009608269,36.95004653930664,37.61519241333008,0.6651458740234375,0.9403438568115234,0.943901777267456,0.003557920455932617,0.00527940271422267,0.004529704339802265,-0.0007496983744204044
AXT1POST,file_brain_AXT1POST_205_6000081,13,0.0006068367511034012,0.0006068367511034012,0.0,2.384185791015625e-07,0.0,53.750496795161965,0.00012787392173832813,0.0014697893057018518,40.96275329589844,40.927093505859375,-0.0356597900390625,0.9628822207450867,0.9613932371139526,-0.0014889836311340332,0.002366278786212206,0.0023857876658439636,1.9508879631757736e-05
AXT1POST,file_brain_AXT1POST_205_6000029,9,0.0006707746651954949,0.0006707747234031558,0.0,3.5762786865234375e-07,0.0,43.26449862287355,0.0008871293714946706,0.004783434793353081,36.93276596069336,37.15507507324219,0.22230911254882812,0.9337531924247742,0.9258668422698975,-0.007886350154876709,0.004765141289681196,0.004527356009930372,-0.00023778527975082397
AXT1POST,file_brain_AXT1POST_205_6000029,10,0.0006577239837497473,0.0006577240419574082,0.0,3.5762786865234375e-07,0.0,43.07957033589405,0.0009427872971034522,0.005009833723306656,36.139312744140625,36.220272064208984,0.08095932006835938,0.9231544137001038,0.9032406210899353,-0.019913792610168457,0.005492078140377998,0.00539064547047019,-0.0001014326699078083
AXT1POST,file_brain_AXT1POST_205_6000029,12,0.0006770977634005249,0.0006770977634005249,0.0,2.980232238769531e-07,0.0,44.49793577617861,0.0006569948633214307,0.004095752257853746,36.139984130859375,35.87812042236328,-0.26186370849609375,0.9239600300788879,0.8986241817474365,-0.025335848331451416,0.005359697621315718,0.005692805163562298,0.0003331075422465801
AXT1POST,file_brain_AXT1POST_200_6002156,2,0.00048272128333337605,0.0004827213997486979,0.0,4.76837158203125e-07,0.0,42.67629711465361,0.0010994785611007315,0.00604248745366931,32.547149658203125,32.54576110839844,-0.0013885498046875,0.8822019696235657,0.8847394585609436,0.0025374889373779297,0.013900489546358585,0.01390494778752327,4.458241164684296e-06
AXT1POST,file_brain_AXT1POST_200_6002156,3,0.0004847064265049994,0.0004847063682973385,0.0,3.5762786865234375e-07,0.0,41.08226142817339,0.0015072951065194062,0.0067016975954174995,33.48244094848633,33.420413970947266,-0.0620269775390625,0.8943294882774353,0.8992552161216736,0.004925727844238281,0.01169294398277998,0.011861146427690983,0.0001682024449110031
AXT1POST,file_brain_AXT1POST_200_6002156,8,0.00046976428711786866,0.00046976428711786866,0.0,3.5762786865234375e-07,0.0,42.44581858444769,0.0009125213384084218,0.005293215624988079,35.11577224731445,34.91318893432617,-0.20258331298828125,0.9059351682662964,0.89967280626297,-0.006262362003326416,0.0056185671128332615,0.005886863451451063,0.00026829633861780167
