run_id,volume,acquisition,base_seed,arm,slice,normalization_scale,synthetic_noise_added,zf_psnr,zf_ssim,zf_nmse,ram_psnr,ram_ssim,ram_nmse,delta_psnr,delta_ssim,delta_nmse
ram-018,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,0,noisy,2,0.0001781182800186798,True,22.356220245361328,0.4821019768714905,0.060783501714468,27.450618743896484,0.5783446431159973,0.018808158114552498,5.094398498535156,0.09624266624450684,-0.041975343599915504
ram-018,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,0,conditioning_only,2,0.0001781182800186798,False,22.356216430664062,0.4820880889892578,0.060783594846725464,27.452789306640625,0.5783378481864929,0.01879875361919403,5.0965728759765625,0.09624975919723511,-0.04198484122753143
ram-018,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,0,noisy,8,0.00017474274500273168,True,22.455522537231445,0.4512908458709717,0.05370767042040825,26.032323837280273,0.5110961198806763,0.023569820448756218,3.576801300048828,0.05980527400970459,-0.03013784997165203
ram-018,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,0,conditioning_only,8,0.00017474274500273168,False,22.455530166625977,0.4512934386730194,0.053707581013441086,26.03227996826172,0.5111267566680908,0.023570038378238678,3.576749801635742,0.05983331799507141,-0.030137542635202408
ram-018,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,0,noisy,13,8.373225864488631e-05,True,23.57540512084961,0.34550777077674866,0.11683621257543564,24.230045318603516,0.3946312665939331,0.1004878357052803,0.6546401977539062,0.04912349581718445,-0.016348376870155334
ram-018,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,0,conditioning_only,13,8.373225864488631e-05,False,23.575462341308594,0.3455127775669098,0.11683472990989685,24.22913360595703,0.39455947279930115,0.10050894320011139,0.6536712646484375,0.04904669523239136,-0.01632578670978546
ram-018,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,0,noisy,2,0.00017983547877520323,True,23.009349822998047,0.4568887948989868,0.039888154715299606,26.390148162841797,0.531883180141449,0.018313191831111908,3.38079833984375,0.07499438524246216,-0.0215749628841877
ram-018,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,0,conditioning_only,2,0.00017983547877520323,False,23.00945472717285,0.45690780878067017,0.0398872047662735,26.390052795410156,0.5318411588668823,0.01831359602510929,3.3805980682373047,0.07493335008621216,-0.021573608741164207
ram-018,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,0,noisy,8,0.0002368645800743252,True,24.338510513305664,0.530204176902771,0.04938419163227081,28.191335678100586,0.5624774694442749,0.020337872207164764,3.852825164794922,0.032273292541503906,-0.02904631942510605
ram-018,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,0,conditioning_only,8,0.0002368645800743252,False,24.338502883911133,0.530215322971344,0.04938427731394768,28.19249153137207,0.5625161528587341,0.02033246122300625,3.8539886474609375,0.03230082988739014,-0.02905181609094143
ram-018,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,0,noisy,13,0.00015917743439786136,True,30.79205322265625,0.5381664633750916,0.05925287678837776,30.763259887695312,0.524561882019043,0.059647031128406525,-0.0287933349609375,-0.013604581356048584,0.0003941543400287628
ram-018,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,0,conditioning_only,13,0.00015917743439786136,False,30.792007446289062,0.5381507277488708,0.0592535026371479,30.763683319091797,0.5244783759117126,0.05964118242263794,-0.028324127197265625,-0.013672351837158203,0.000387679785490036
ram-018,file_brain_AXFLAIR_200_6002477.h5,AXFLAIR,0,noisy,2,0.00015552635886706412,True,22.916595458984375,0.4956958591938019,0.05914182588458061,27.310026168823242,0.5834561586380005,0.021505607292056084,4.393430709838867,0.08776029944419861,-0.03763621859252453
ram-018,file_brain_AXFLAIR_200_6002477.h5,AXFLAIR,0,conditioning_only,2,0.00015552635886706412,False,22.916595458984375,0.49568572640419006,0.059141818434000015,27.311431884765625,0.5834550857543945,0.02149864099919796,4.39483642578125,0.08776935935020447,-0.037643177434802055
ram-018,file_brain_AXFLAIR_200_6002477.h5,AXFLAIR,0,noisy,8,0.0001396162115270272,True,23.649932861328125,0.4829648435115814,0.0597202368080616,27.516498565673828,0.5555235147476196,0.024516858160495758,3.866565704345703,0.07255867123603821,-0.03520337864756584
ram-018,file_brain_AXFLAIR_200_6002477.h5,AXFLAIR,0,conditioning_only,8,0.0001396162115270272,False,23.650009155273438,0.4829903542995453,0.05971922352910042,27.517536163330078,0.555571973323822,0.024511011317372322,3.8675270080566406,0.07258161902427673,-0.035208212211728096
