acquisition,volume,slice,clean_scale,noisy_scale,scale_difference,noise_seed,actual_relative_complex_rms,clean_ram_psnr,noisy_ram_psnr,delta_ram_psnr,clean_ram_ssim,noisy_ram_ssim,delta_ram_ssim,clean_ram_nmse,noisy_ram_nmse,delta_ram_nmse
AXFLAIR,file_brain_AXFLAIR_200_6002462,3,0.00019534636521711946,0.00019534636521711946,0.0,25003,0.05000000447034836,36.24481201171875,35.91579818725586,-0.3290138244628906,0.9316300749778748,0.9272426962852478,-0.004387378692626953,0.006308179814368486,0.006804645527154207,0.0004964657127857208
AXFLAIR,file_brain_AXFLAIR_200_6002462,10,0.0001757517020450905,0.0001757517020450905,0.0,25010,0.05000000074505806,29.024934768676758,28.87574577331543,-0.14918899536132812,0.8887596726417542,0.8842100501060486,-0.004549622535705566,0.01341188419610262,0.013880614191293716,0.00046872999519109726
AXFLAIR,file_brain_AXFLAIR_200_6002462,11,0.00018082049791701138,0.00018082049791701138,0.0,25011,0.05000000074505806,29.801313400268555,29.706933975219727,-0.09437942504882812,0.9048283100128174,0.9012060165405273,-0.003622293472290039,0.014665503054857254,0.014987701550126076,0.0003221984952688217
AXFLAIR,file_brain_AXFLAIR_210_6001526,2,0.00020926485012751073,0.00020926485012751073,0.0,25102,0.05000000074505806,33.03617477416992,33.00653839111328,-0.029636383056640625,0.893025815486908,0.893108069896698,8.225440979003906e-05,0.010243184864521027,0.010313325561583042,7.014069706201553e-05
AXFLAIR,file_brain_AXFLAIR_210_6001526,5,0.0002197556896135211,0.0002197556896135211,0.0,25105,0.04999999329447746,32.50874710083008,32.466312408447266,-0.0424346923828125,0.8976669311523438,0.8984087705612183,0.0007418394088745117,0.007606212981045246,0.007680894806981087,7.46818259358406e-05
AXFLAIR,file_brain_AXFLAIR_210_6001526,11,0.00019027602684218436,0.00019027602684218436,0.0,25111,0.05000000074505806,33.84234619140625,33.825260162353516,-0.017086029052734375,0.919818103313446,0.9209797382354736,0.0011616349220275879,0.009657837450504303,0.009695911779999733,3.807432949542999e-05
AXFLAIR,file_brain_AXFLAIR_201_6002975,4,0.00016663542191963643,0.00016663542191963643,0.0,25204,0.04999999701976776,32.934181213378906,32.69337844848633,-0.24080276489257812,0.8998971581459045,0.8951005339622498,-0.004796624183654785,0.007511403877288103,0.007939648814499378,0.0004282449372112751
AXFLAIR,file_brain_AXFLAIR_201_6002975,5,0.0001634534273762256,0.0001634534273762256,0.0,25205,0.05000000074505806,34.30998992919922,33.95285415649414,-0.3571357727050781,0.9137189984321594,0.9086018204689026,-0.005117177963256836,0.007044677156955004,0.0076484703458845615,0.0006037931889295578
AXFLAIR,file_brain_AXFLAIR_201_6002975,13,0.0002952470676973462,0.0002952470676973462,0.0,25213,0.05000000074505806,39.1461067199707,39.25434875488281,0.10824203491210938,0.9476845860481262,0.9498223662376404,0.00213778018951416,0.010104497894644737,0.009855765849351883,-0.0002487320452928543
AXFLAIR,file_brain_AXFLAIR_209_6001358,6,0.0001529716537334025,0.0001529716537334025,0.0,25306,0.05000000447034836,31.19471549987793,31.091264724731445,-0.10345077514648438,0.8708047866821289,0.8651246428489685,-0.0056801438331604,0.008749682456254959,0.008960604667663574,0.0002109222114086151
AXFLAIR,file_brain_AXFLAIR_209_6001358,8,0.00014574136002920568,0.00014574136002920568,0.0,25308,0.05000000447034836,30.490869522094727,30.45766258239746,-0.033206939697265625,0.8708145022392273,0.8680276274681091,-0.002786874771118164,0.010226542130112648,0.010305036790668964,7.849466055631638e-05
AXFLAIR,file_brain_AXFLAIR_209_6001358,10,0.00013821030734106898,0.00013821030734106898,0.0,25310,0.05000000074505806,30.203264236450195,30.18985366821289,-0.013410568237304688,0.8781481981277466,0.875450849533081,-0.0026973485946655273,0.014453004114329815,0.014497708529233932,4.4704414904117584e-05
AXFLAIR,file_brain_AXFLAIR_200_6002581,5,0.00022169209842104465,0.00022169209842104465,0.0,25405,0.05000000074505806,35.21733856201172,35.24003219604492,0.022693634033203125,0.9114574193954468,0.9130476713180542,0.0015902519226074219,0.011482956819236279,0.011423110030591488,-5.984678864479065e-05
AXFLAIR,file_brain_AXFLAIR_200_6002581,6,0.0002014174679061398,0.0002014174679061398,0.0,25406,0.05000000074505806,33.27864074707031,33.28047561645508,0.001834869384765625,0.901978611946106,0.9032377600669861,0.001259148120880127,0.014072277583181858,0.01406632736325264,-5.950219929218292e-06
AXFLAIR,file_brain_AXFLAIR_200_6002581,11,8.088185859378427e-05,8.088185859378427e-05,0.0,25411,0.05000000074505806,30.9788818359375,30.92686653137207,-0.05201530456542969,0.832627534866333,0.8305560350418091,-0.0020714998245239258,0.02004212886095047,0.020283618941903114,0.00024149008095264435
AXFLAIR,file_brain_AXFLAIR_201_6002872,7,0.00014326293603517115,0.00014326293603517115,0.0,25507,0.04999999701976776,32.62519073486328,32.296932220458984,-0.3282585144042969,0.9076024889945984,0.9025723338127136,-0.005030155181884766,0.005420659203082323,0.005846256855875254,0.0004255976527929306
AXFLAIR,file_brain_AXFLAIR_201_6002872,12,0.00013606343418359756,0.00013606343418359756,0.0,25512,0.05000000074505806,32.73726272583008,32.59675979614258,-0.1405029296875,0.915576159954071,0.9134247899055481,-0.0021513700485229492,0.012526641599833965,0.012938527390360832,0.0004118857905268669
AXFLAIR,file_brain_AXFLAIR_201_6002872,13,0.0001113790858653374,0.0001113790858653374,0.0,25513,0.05000000074505806,36.025634765625,35.960548400878906,-0.06508636474609375,0.9339076280593872,0.9316545128822327,-0.002253115177154541,0.010825579054653645,0.010989043861627579,0.00016346480697393417
AXT1,file_brain_AXT1_202_2020215,2,0.000552519632037729,0.000552519632037729,0.0,25602,0.05000000447034836,33.73224639892578,33.75395965576172,0.0217132568359375,0.9174062609672546,0.9189585447311401,0.001552283763885498,0.008912370540201664,0.008867924101650715,-4.44464385509491e-05
AXT1,file_brain_AXT1_202_2020215,7,0.0006297924555838108,0.0006297924555838108,0.0,25607,0.04999999329447746,35.04758834838867,35.09487533569336,0.0472869873046875,0.9293568730354309,0.9308381676673889,0.0014812946319580078,0.005858784541487694,0.005795338191092014,-6.344635039567947e-05
AXT1,file_brain_AXT1_202_2020215,13,0.0006394564989022911,0.0006394564989022911,0.0,25613,0.04999999701976776,37.349021911621094,37.341060638427734,-0.007961273193359375,0.9422038793563843,0.9431610703468323,0.000957190990447998,0.004522387403994799,0.004530685022473335,8.297618478536606e-06
AXT1,file_brain_AXT1_201_6002759,3,0.0002578082785475999,0.0002578082785475999,0.0,25703,0.05000000074505806,30.602169036865234,30.46118927001953,-0.14097976684570312,0.873676598072052,0.8690524101257324,-0.00462418794631958,0.009885916486382484,0.010212100110948086,0.00032618362456560135
AXT1,file_brain_AXT1_201_6002759,8,0.00025276996893808246,0.00025276996893808246,0.0,25708,0.04999999701976776,29.829851150512695,29.770814895629883,-0.0590362548828125,0.8704935908317566,0.866675078868866,-0.003818511962890625,0.007471514865756035,0.007573775947093964,0.00010226108133792877
AXT1,file_brain_AXT1_201_6002759,11,0.0002701870398595929,0.0002701870398595929,0.0,25711,0.05000000074505806,30.718416213989258,30.71574592590332,-0.0026702880859375,0.8998313546180725,0.8991869688034058,-0.000644385814666748,0.0080759571865201,0.008080928586423397,4.971399903297424e-06
