acquisition,volume,slice,clean_scale,noisy_scale,scale_difference,noise_seed,actual_relative_complex_rms,clean_ram_psnr,noisy_ram_psnr,delta_ram_psnr,clean_ram_ssim,noisy_ram_ssim,delta_ram_ssim,clean_ram_nmse,noisy_ram_nmse,delta_ram_nmse
AXT1PRE,file_brain_AXT1PRE_200_6002087,4,0.0005211693933233619,0.0005211693933233619,0.0,25804,0.05000000074505806,35.66156768798828,35.412662506103516,-0.24890518188476562,0.9184326529502869,0.9187002182006836,0.0002675652503967285,0.004198361653834581,0.004446012433618307,0.00024765077978372574
AXT1PRE,file_brain_AXT1PRE_200_6002087,5,0.0005046303267590702,0.0005046303267590702,0.0,25805,0.05000000074505806,36.154666900634766,35.89824295043945,-0.2564239501953125,0.9213730692863464,0.9225438237190247,0.0011707544326782227,0.0038086839485913515,0.004040337633341551,0.00023165368475019932
AXT1PRE,file_brain_AXT1PRE_200_6002087,13,0.00041987019358202815,0.00041987019358202815,0.0,25813,0.05000000074505806,36.28998565673828,36.10627746582031,-0.18370819091796875,0.9451403617858887,0.9436019659042358,-0.001538395881652832,0.006910535506904125,0.007209117524325848,0.0002985820174217224
AXT1PRE,file_brain_AXT1PRE_203_6000866,3,0.00036996713606640697,0.00036996713606640697,0.0,25903,0.04999999701976776,32.968772888183594,32.27368927001953,-0.6950836181640625,0.8764927387237549,0.8469492793083191,-0.02954345941543579,0.011455107480287552,0.013443345203995705,0.0019882377237081528
AXT1PRE,file_brain_AXT1PRE_203_6000866,12,0.00032089417800307274,0.00032089417800307274,0.0,25912,0.05000000447034836,34.56682205200195,34.25091552734375,-0.3159065246582031,0.9036574959754944,0.8943048715591431,-0.009352624416351318,0.009572514332830906,0.010294770821928978,0.000722256489098072
AXT1PRE,file_brain_AXT1PRE_203_6000866,13,0.0002989232016261667,0.0002989232016261667,0.0,25913,0.05000000074505806,35.441246032714844,35.163970947265625,-0.27727508544921875,0.9125802516937256,0.9052479863166809,-0.007332265377044678,0.009692336432635784,0.010331333614885807,0.0006389971822500229
AXT1PRE,file_brain_AXT1PRE_203_6000687,4,0.0004893220611847937,0.0004893220611847937,0.0,26004,0.05000000447034836,34.44599914550781,33.456939697265625,-0.9890594482421875,0.9088388085365295,0.8843511939048767,-0.024487614631652832,0.006016612518578768,0.007555410265922546,0.0015387977473437786
AXT1PRE,file_brain_AXT1PRE_203_6000687,5,0.0004871921264566481,0.0004871921264566481,0.0,26005,0.04999999329447746,34.690826416015625,33.755889892578125,-0.9349365234375,0.9053268432617188,0.8792431950569153,-0.026083648204803467,0.00546238711103797,0.0067744809202849865,0.001312093809247017
AXT1PRE,file_brain_AXT1PRE_203_6000687,8,0.0004766072961501777,0.0004766072961501777,0.0,26008,0.05000000447034836,35.952110290527344,34.967220306396484,-0.9848899841308594,0.9138611555099487,0.9009771347045898,-0.012884020805358887,0.004714412614703178,0.005914485082030296,0.001200072467327118
AXT1PRE,file_brain_AXT1PRE_203_6000618,3,0.0003738492669072002,0.0003738492669072002,0.0,26103,0.04999999701976776,32.742576599121094,31.89349937438965,-0.8490772247314453,0.8807963132858276,0.8456175327301025,-0.0351787805557251,0.00781377125531435,0.009500976651906967,0.001687205396592617
AXT1PRE,file_brain_AXT1PRE_203_6000618,9,0.0003873509122058749,0.0003873509122058749,0.0,26109,0.05000000074505806,34.82333755493164,34.112911224365234,-0.7104263305664062,0.9111889600753784,0.8960281014442444,-0.015160858631134033,0.007118432782590389,0.00838353019207716,0.0012650974094867706
AXT1PRE,file_brain_AXT1PRE_203_6000618,11,0.0003723050176631659,0.0003723050176631659,0.0,26111,0.05000000447034836,35.43526077270508,34.946170806884766,-0.4890899658203125,0.9198119640350342,0.9092527627944946,-0.01055920124053955,0.0071244025602936745,0.00797364953905344,0.0008492469787597656
AXT1PRE,file_brain_AXT1PRE_200_6002448,2,0.0005215336568653584,0.0005215336568653584,0.0,26202,0.05000000447034836,36.030029296875,35.800697326660156,-0.22933197021484375,0.929175615310669,0.9297982454299927,0.0006226301193237305,0.003962255548685789,0.004177106078714132,0.0002148505300283432
AXT1PRE,file_brain_AXT1PRE_200_6002448,4,0.0004874532460235059,0.0004874532460235059,0.0,26204,0.05000000074505806,37.70592498779297,37.53091049194336,-0.17501449584960938,0.937452495098114,0.9399667978286743,0.0025143027305603027,0.002714375965297222,0.0028259940445423126,0.00011161807924509048
AXT1PRE,file_brain_AXT1PRE_200_6002448,6,0.00045943984878249466,0.00045943984878249466,0.0,26206,0.05000000074505806,38.0859489440918,37.90437316894531,-0.18157577514648438,0.9407052397727966,0.9439076781272888,0.0032024383544921875,0.0025379394646734,0.0026462990790605545,0.00010835961438715458
AXT1POST,file_brain_AXT1POST_208_2080649,7,0.0004463061923161149,0.0004463061923161149,0.0,26307,0.04999999701976776,36.5322151184082,36.20314407348633,-0.329071044921875,0.9275772571563721,0.9230840802192688,-0.0044931769371032715,0.005694009829312563,0.006142220925539732,0.00044821109622716904
AXT1POST,file_brain_AXT1POST_208_2080649,10,0.0004282529989723116,0.0004282529989723116,0.0,26310,0.05000000074505806,37.02450180053711,36.80714797973633,-0.21735382080078125,0.9423782229423523,0.9400588274002075,-0.0023193955421447754,0.005439639091491699,0.005718809086829424,0.0002791699953377247
AXT1POST,file_brain_AXT1POST_208_2080649,13,0.000334028503857553,0.000334028503857553,0.0,26313,0.05000000074505806,38.686737060546875,38.45642852783203,-0.23030853271484375,0.9297012090682983,0.926529049873352,-0.003172159194946289,0.004065109882503748,0.004286504816263914,0.00022139493376016617
AXT1POST,file_brain_AXT1POST_201_6002675,4,0.00032665443723089993,0.00032665443723089993,0.0,26404,0.04999999701976776,31.59065055847168,31.397417068481445,-0.19323348999023438,0.8737818598747253,0.8687009215354919,-0.0050809383392333984,0.01159182284027338,0.012119235470890999,0.0005274126306176186
AXT1POST,file_brain_AXT1POST_201_6002675,6,0.00032005729735828936,0.00032005729735828936,0.0,26406,0.05000000074505806,32.45228576660156,32.219932556152344,-0.23235321044921875,0.8982264399528503,0.8933264017105103,-0.004900038242340088,0.00952362921088934,0.010047031566500664,0.0005234023556113243
AXT1POST,file_brain_AXT1POST_201_6002675,8,0.0003071774553973228,0.0003071774553973228,0.0,26408,0.05000000074505806,32.297889709472656,32.26557159423828,-0.032318115234375,0.905777096748352,0.9052964448928833,-0.00048065185546875,0.014080306515097618,0.014185464009642601,0.00010515749454498291
AXT1POST,file_brain_AXT1POST_200_6002048,4,0.0005247287917882204,0.0005247287917882204,0.0,26504,0.04999999701976776,37.60348892211914,37.49164962768555,-0.11183929443359375,0.932648777961731,0.9356717467308044,0.0030229687690734863,0.003025482641533017,0.003104404080659151,7.892143912613392e-05
AXT1POST,file_brain_AXT1POST_200_6002048,12,0.0003294085618108511,0.0003294085618108511,0.0,26512,0.05000000074505806,36.56161880493164,36.50819396972656,-0.053424835205078125,0.9471732974052429,0.9466065764427185,-0.0005667209625244141,0.005147559102624655,0.005211272276937962,6.371317431330681e-05
AXT1POST,file_brain_AXT1POST_200_6002048,13,0.0002770566788967699,0.0002770566788967699,0.0,26513,0.05000000074505806,35.727378845214844,35.707313537597656,-0.0200653076171875,0.9473225474357605,0.9467499852180481,-0.0005725622177124023,0.0070323883555829525,0.007064956706017256,3.2568350434303284e-05
AXT1POST,file_brain_AXT1POST_203_6000745,10,0.0005247886874713004,0.0005247886874713004,0.0,26610,0.05000000819563866,36.15367126464844,35.17945098876953,-0.9742202758789062,0.931718111038208,0.9117007851600647,-0.02001732587814331,0.004976046271622181,0.006227392703294754,0.001251346431672573
AXT1POST,file_brain_AXT1POST_203_6000745,12,0.000487750512547791,0.000487750512547791,0.0,26612,0.04999999701976776,37.162742614746094,36.58770751953125,-0.5750350952148438,0.9435362815856934,0.9358758330345154,-0.0076604485511779785,0.006131085101515055,0.0069990758784115314,0.0008679907768964767
AXT1POST,file_brain_AXT1POST_203_6000745,13,0.000469473481643945,0.000469473481643945,0.0,26613,0.05000000447034836,35.9581413269043,35.47998809814453,-0.4781532287597656,0.9410638809204102,0.9342414736747742,-0.006822407245635986,0.007222063839435577,0.008062624372541904,0.0008405605331063271
AXT1POST,file_brain_AXT1POST_205_6000120,2,0.0004915334284305573,0.0004915334284305573,0.0,26702,0.04999999329447746,35.759246826171875,35.676700592041016,-0.08254623413085938,0.9339558482170105,0.9330041408538818,-0.0009517073631286621,0.011699670925736427,0.011924168094992638,0.00022449716925621033
AXT1POST,file_brain_AXT1POST_205_6000120,7,0.00043882394675165415,0.00043882394675165415,0.0,26707,0.05000000074505806,36.1993408203125,36.232173919677734,0.032833099365234375,0.9240150451660156,0.9259915947914124,0.0019765496253967285,0.007829386740922928,0.007770418655127287,-5.8968085795640945e-05
AXT1POST,file_brain_AXT1POST_205_6000120,13,0.00044474555761553347,0.00044474555761553347,0.0,26713,0.04999999701976776,35.79334259033203,35.79082489013672,-0.0025177001953125,0.9192510843276978,0.9197985529899597,0.0005474686622619629,0.006364541128277779,0.006368227768689394,3.6866404116153717e-06
AXT1POST,file_brain_AXT1POST_200_6002027,5,0.0005205816123634577,0.0005205816123634577,0.0,26805,0.05000000074505806,33.28042984008789,33.210479736328125,-0.06995010375976562,0.8916385173797607,0.8940743803977966,0.0024358630180358887,0.0065870401449501514,0.006693995092064142,0.00010695494711399078
AXT1POST,file_brain_AXT1POST_200_6002027,7,0.0004912996664643288,0.0004912996664643288,0.0,26807,0.04999999701976776,34.41385269165039,34.36977767944336,-0.04407501220703125,0.89405757188797,0.8971630930900574,0.0031055212020874023,0.004960141144692898,0.005010734777897596,5.059363320469856e-05
AXT1POST,file_brain_AXT1POST_200_6002027,9,0.0004752257955260575,0.0004752257955260575,0.0,26809,0.04999999701976776,35.44024658203125,35.40777587890625,-0.032470703125,0.8978452086448669,0.9001290798187256,0.0022838711738586426,0.004054033197462559,0.004084460902959108,3.0427705496549606e-05
AXT1POST,file_brain_AXT1POST_210_6001649,7,0.0005226396024227142,0.0005226396024227142,0.0,26907,0.04999999701976776,36.53558349609375,36.34743881225586,-0.18814468383789062,0.9222161769866943,0.9238723516464233,0.001656174659729004,0.00401635468006134,0.004194173496216536,0.00017781881615519524
AXT1POST,file_brain_AXT1POST_210_6001649,8,0.0005123565788380802,0.0005123565788380802,0.0,26908,0.05000000074505806,36.479583740234375,36.387142181396484,-0.09244155883789062,0.9237682819366455,0.9256036281585693,0.0018353462219238281,0.003733192104846239,0.003813507268205285,8.031516335904598e-05
AXT1POST,file_brain_AXT1POST_210_6001649,13,0.00041727375355549157,0.00041727375355549157,0.0,26913,0.05000000074505806,37.212989807128906,37.15525436401367,-0.057735443115234375,0.9449207782745361,0.9462468028068542,0.0013260245323181152,0.003997434861958027,0.004050929099321365,5.349423736333847e-05
AXT1POST,file_brain_AXT1POST_201_6002886,2,0.0003317885275464505,0.0003317885275464505,0.0,27002,0.04999999701976776,31.211612701416016,31.115880966186523,-0.09573173522949219,0.8615559935569763,0.8548385500907898,-0.0067174434661865234,0.01907815970480442,0.01950336992740631,0.00042521022260189056
AXT1POST,file_brain_AXT1POST_201_6002886,5,0.00028055591974407434,0.00028055591974407434,0.0,27005,0.04999999701976776,31.492694854736328,31.46804428100586,-0.02465057373046875,0.8618794679641724,0.8596614003181458,-0.0022180676460266113,0.015162087045609951,0.015248388983309269,8.630193769931793e-05
AXT1POST,file_brain_AXT1POST_201_6002886,6,0.00027343814144842327,0.00027343814144842327,0.0,27006,0.05000000074505806,31.53069305419922,31.492774963378906,-0.0379180908203125,0.8656175136566162,0.862147331237793,-0.003470182418823242,0.013193080201745033,0.013308769091963768,0.00011568889021873474
AXT1POST,file_brain_AXT1POST_209_6001196,4,0.00044340171734802425,0.00044340171734802425,0.0,27104,0.05000000074505806,37.16635513305664,36.85075759887695,-0.3155975341796875,0.9331475496292114,0.9339439272880554,0.0007963776588439941,0.004937733989208937,0.005309910513460636,0.00037217652425169945
AXT1POST,file_brain_AXT1POST_209_6001196,7,0.0003778548270929605,0.0003778548270929605,0.0,27107,0.05000000447034836,36.44260025024414,36.27109909057617,-0.17150115966796875,0.9274413585662842,0.928087055683136,0.0006456971168518066,0.005121476016938686,0.005327772349119186,0.00020629633218050003
AXT1POST,file_brain_AXT1POST_209_6001196,11,0.0002852272300515324,0.0002852272300515324,0.0,27111,0.04999999701976776,35.815650939941406,35.76655197143555,-0.049098968505859375,0.9339562654495239,0.9334474205970764,-0.0005088448524475098,0.007089084014296532,0.00716968160122633,8.059758692979813e-05
AXT1POST,file_brain_AXT1POST_205_6000081,2,0.0007837909506633878,0.0007837909506633878,0.0,27202,0.05000000074505806,34.78334426879883,34.81111145019531,0.027767181396484375,0.9260410666465759,0.927241325378418,0.001200258731842041,0.010641209781169891,0.010573390871286392,-6.781890988349915e-05
AXT1POST,file_brain_AXT1POST_205_6000081,6,0.0007217891979962587,0.0007217891979962587,0.0,27206,0.05000000074505806,36.95004653930664,36.81808853149414,-0.1319580078125,0.9403438568115234,0.941881537437439,0.0015376806259155273,0.00527940271422267,0.005442277994006872,0.00016287527978420258
AXT1POST,file_brain_AXT1POST_205_6000081,13,0.0006068367511034012,0.0006068367511034012,0.0,27213,0.05000000447034836,40.96275329589844,40.954750061035156,-0.00800323486328125,0.9628822207450867,0.9642201066017151,0.001337885856628418,0.002366278786212206,0.0023706434294581413,4.36464324593544e-06
AXT1POST,file_brain_AXT1POST_205_6000029,9,0.0006707746651954949,0.0006707746651954949,0.0,27309,0.05000000074505806,36.93276596069336,36.95028305053711,0.01751708984375,0.9337531924247742,0.9355113506317139,0.0017581582069396973,0.004765141289681196,0.00474595557898283,-1.9185710698366165e-05
AXT1POST,file_brain_AXT1POST_205_6000029,10,0.0006577239837497473,0.0006577239837497473,0.0,27310,0.05000000074505806,36.139312744140625,36.17162322998047,0.03231048583984375,0.9231544137001038,0.9249595999717712,0.0018051862716674805,0.005492078140377998,0.00545137096196413,-4.070717841386795e-05
AXT1POST,file_brain_AXT1POST_205_6000029,12,0.0006770977634005249,0.0006770977634005249,0.0,27312,0.04999999701976776,36.139984130859375,36.19010543823242,0.050121307373046875,0.9239600300788879,0.9257298111915588,0.0017697811126708984,0.005359697621315718,0.005298195406794548,-6.150221452116966e-05
AXT1POST,file_brain_AXT1POST_200_6002156,2,0.00048272128333337605,0.00048272128333337605,0.0,27402,0.05000000074505806,32.547149658203125,32.46846008300781,-0.0786895751953125,0.8822019696235657,0.8805949091911316,-0.001607060432434082,0.013900489546358585,0.014154652133584023,0.00025416258722543716
AXT1POST,file_brain_AXT1POST_200_6002156,3,0.0004847064265049994,0.0004847064265049994,0.0,27403,0.05000000074505806,33.48244094848633,33.392127990722656,-0.09031295776367188,0.8943294882774353,0.8928797841072083,-0.0014497041702270508,0.01169294398277998,0.011938652954995632,0.00024570897221565247
AXT1POST,file_brain_AXT1POST_200_6002156,8,0.00046976428711786866,0.00046976428711786866,0.0,27408,0.05000000074505806,35.11577224731445,35.076637268066406,-0.039134979248046875,0.9059351682662964,0.9064971804618835,0.0005620121955871582,0.0056185671128332615,0.005669424310326576,5.085719749331474e-05
AXT1POST,file_brain_AXT1POST_209_6001086,3,0.0005215019336901605,0.0005215019336901605,0.0,27503,0.05000000074505806,35.34796142578125,35.2586555480957,-0.08930587768554688,0.9192740321159363,0.918824315071106,-0.00044971704483032227,0.009400080889463425,0.00959538109600544,0.00019530020654201508
AXT1POST,file_brain_AXT1POST_209_6001086,4,0.0005218646256253123,0.0005218646256253123,0.0,27504,0.04999999701976776,35.846500396728516,35.76424026489258,-0.0822601318359375,0.9224289655685425,0.9234960675239563,0.0010671019554138184,0.00846692081540823,0.00862882286310196,0.0001619020476937294
AXT1POST,file_brain_AXT1POST_209_6001086,11,0.0003994465514551848,0.0003994465514551848,0.0,27511,0.05000000074505806,35.34169387817383,35.32353210449219,-0.018161773681640625,0.9009422063827515,0.9040372967720032,0.003095090389251709,0.007136113476008177,0.007166020106524229,2.9906630516052246e-05
AXT1POST,file_brain_AXT1POST_205_6000044,3,0.0006324595306068659,0.0006324595306068659,0.0,27603,0.05000000074505806,36.576393127441406,36.61180114746094,0.03540802001953125,0.9395890831947327,0.9402331113815308,0.0006440281867980957,0.013910801149904728,0.013797846622765064,-0.0001129545271396637
AXT1POST,file_brain_AXT1POST_205_6000044,4,0.0006401071441359818,0.0006401071441359818,0.0,27604,0.05000000447034836,36.66673278808594,36.66602325439453,-0.00070953369140625,0.937816321849823,0.9382524490356445,0.0004361271858215332,0.011831727810204029,0.011833657510578632,1.9297003746032715e-06
AXT1POST,file_brain_AXT1POST_205_6000044,8,0.0006101402104832232,0.0006101402104832232,0.0,27608,0.04999999701976776,37.45657730102539,37.48660659790039,0.030029296875,0.9359572529792786,0.9382439851760864,0.0022867321968078613,0.007303480990231037,0.007253158371895552,-5.032261833548546e-05
AXT1POST,file_brain_AXT1POST_208_2080342,2,0.0004307769995648414,0.0004307769995648414,0.0,27702,0.05000000074505806,31.48900604248047,31.267807006835938,-0.22119903564453125,0.8725290298461914,0.8639072775840759,-0.008621752262115479,0.015374662354588509,0.01617802493274212,0.0008033625781536102
AXT1POST,file_brain_AXT1POST_208_2080342,3,0.00042777915950864553,0.00042777915950864553,0.0,27703,0.05000000447034836,31.050952911376953,30.834089279174805,-0.21686363220214844,0.8648409843444824,0.8581016063690186,-0.006739377975463867,0.014781483449041843,0.01553832832723856,0.0007568448781967163
AXT1POST,file_brain_AXT1POST_208_2080342,9,0.0004428405372891575,0.0004428405372891575,0.0,27709,0.05000000074505806,33.47590637207031,33.10951614379883,-0.3663902282714844,0.8990546464920044,0.8883904814720154,-0.010664165019989014,0.009907207451760769,0.010779294185340405,0.0008720867335796356
AXT1POST,file_brain_AXT1POST_208_2080550,3,0.0005248122615739703,0.0005248122615739703,0.0,27803,0.05000000074505806,35.10764694213867,34.94826889038086,-0.1593780517578125,0.9227241277694702,0.9185598492622375,-0.004164278507232666,0.009731190279126167,0.010094934143126011,0.0003637438639998436
AXT1POST,file_brain_AXT1POST_208_2080550,10,0.0005004774429835379,0.0005004774429835379,0.0,27810,0.05000000074505806,35.46708297729492,35.388423919677734,-0.0786590576171875,0.9059937596321106,0.9095185399055481,0.0035247802734375,0.0073265209794044495,0.007460430730134249,0.00013390975072979927
AXT1POST,file_brain_AXT1POST_208_2080550,13,0.0003971430705860257,0.0003971430705860257,0.0,27813,0.05000000074505806,34.62023162841797,34.39794158935547,-0.2222900390625,0.8992332220077515,0.8949978351593018,-0.004235386848449707,0.0074307904578745365,0.007821034640073776,0.00039024418219923973
AXT1POST,file_brain_AXT1POST_208_2080730,8,0.0006207238766364753,0.0006207238766364753,0.0,27908,0.04999999329447746,37.49691390991211,37.12852478027344,-0.3683891296386719,0.9500005841255188,0.9478910565376282,-0.002109527587890625,0.005049746949225664,0.005496783182024956,0.0004470362327992916
AXT1POST,file_brain_AXT1POST_208_2080730,9,0.0006401936989277601,0.0006401936989277601,0.0,27909,0.05000000447034836,36.86875915527344,36.595279693603516,-0.2734794616699219,0.9475523233413696,0.9480251669883728,0.00047284364700317383,0.005108265206217766,0.0054402765817940235,0.0003320113755762577
AXT1POST,file_brain_AXT1POST_208_2080730,12,0.0006698211655020714,0.0006698211655020714,0.0,27912,0.04999999701976776,39.4315071105957,39.27421951293945,-0.15728759765625,0.9575139880180359,0.9609982967376709,0.0034843087196350098,0.00423766253516078,0.00439395010471344,0.00015628756955266
