replicate,volume_index,filename,acquisition,slice,normalization_scale,zf_psnr,zf_ssim,zf_nmse,ram_psnr,ram_ssim,ram_nmse,delta_psnr,delta_ssim,delta_nmse
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,2,0.00018519879085943103,21.634994506835938,0.46305400133132935,0.07176432013511658,26.293733596801758,0.5784672498703003,0.024549046531319618,4.65873908996582,0.11541324853897095,-0.04721527360379696
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,8,0.00017854387988336384,21.94335174560547,0.44218793511390686,0.06043010205030441,25.69902992248535,0.5065025687217712,0.025449862703680992,3.755678176879883,0.06431463360786438,-0.03498023934662342
seed-0,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,13,7.4281073466409e-05,22.542316436767578,0.3200896382331848,0.1482129991054535,23.72686195373535,0.31004804372787476,0.11283187568187714,1.1845455169677734,-0.010041594505310059,-0.035381123423576355
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,2,0.00017887895228341222,22.437685012817383,0.45142340660095215,0.04549991339445114,25.985923767089844,0.5198989510536194,0.020099569112062454,3.548238754272461,0.06847554445266724,-0.025400344282388687
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,8,0.00024494141689501703,23.706907272338867,0.5144323706626892,0.057114776223897934,27.763940811157227,0.5485517978668213,0.022441131994128227,4.057033538818359,0.03411942720413208,-0.03467364422976971
seed-0,1,file_brain_AXFLAIR_200_6002471.h5,AXFLAIR,13,0.00015896237164270133,29.95355796813965,0.5420567393302917,0.07187185436487198,30.524463653564453,0.46588149666786194,0.0630185678601265,0.5709056854248047,-0.07617524266242981,-0.008853286504745483
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,2,0.00020419775682967156,22.571836471557617,0.3773622512817383,0.08335792273283005,25.06688690185547,0.3954518139362335,0.046929046511650085,2.4950504302978516,0.01808956265449524,-0.03642887622117996
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,6,0.0002231904654763639,23.060070037841797,0.3317444622516632,0.06794676929712296,23.8129825592041,0.3125057518482208,0.05713174119591713,0.7529125213623047,-0.019238710403442383,-0.010815028101205826
seed-0,2,file_brain_AXT1_201_6002725.h5,AXT1,11,9.020635479828343e-05,19.155061721801758,0.12571853399276733,0.37064623832702637,19.038740158081055,0.12193753570318222,0.38070788979530334,-0.11632156372070312,-0.0037809982895851135,0.010061651468276978
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,2,0.00034401516313664615,20.569683074951172,0.47822698950767517,0.1732187271118164,27.610973358154297,0.6096996068954468,0.03423464298248291,7.041290283203125,0.1314726173877716,-0.1389840841293335
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,8,0.0003611510037444532,24.89495849609375,0.541746973991394,0.07546014338731766,29.447498321533203,0.5806633830070496,0.026452332735061646,4.552539825439453,0.03891640901565552,-0.04900781065225601
seed-0,3,file_brain_AXT1POST_200_6001976.h5,AXT1POST,13,0.0004241327696945518,23.213592529296875,0.5094270706176758,0.11993911117315292,29.65496826171875,0.5625395774841309,0.027215952053666115,6.441375732421875,0.05311250686645508,-0.09272315911948681
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,2,0.0002365639666095376,22.89254379272461,0.48848098516464233,0.12689600884914398,27.86797523498535,0.52224200963974,0.04035568609833717,4.975431442260742,0.033761024475097656,-0.08654032275080681
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,8,0.0002883737615775317,23.570316314697266,0.46071872115135193,0.08509862422943115,27.142072677612305,0.45289215445518494,0.03738926351070404,3.571756362915039,-0.007826566696166992,-0.04770936071872711
seed-0,4,file_brain_AXT1PRE_200_6002079.h5,AXT1PRE,13,0.0002771964645944536,23.142528533935547,0.4322611391544342,0.1739100068807602,26.05423355102539,0.4091624617576599,0.08895169943571091,2.9117050170898438,-0.023098677396774292,-0.08495830744504929
seed-1,0,file_brain_AXFLAIR_200_6002462.h5,AXFLAIR,2,0.00018304282275494188,21.65768051147461,0.4644027650356293,0.07139038294553757,26.345462799072266,0.5732777714729309,0.024258360266685486,4.687782287597656,0.10887500643730164,-0.04713202267885208
